header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Asterdreef 10,2285 KE Rijswijk (ZH)        ,https://www.funda.nl/en/koop/rijswijk-zh/huis-42546528-asterdreef-10/?navigateSource=resultlist,20220127_222053,"€ 339,000 kosten koper","€ 3,809    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2001-2010,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area89 m²,89 m²,90 m²,301 m³,4 rooms (2 bedrooms),1 bathroom,"Steam cabin, shower and toilet",2 stories,Mechanical ventilation and TV via cable,B        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2021, in ownership)",90 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden,"28 m² (5,45 meter deep and 5,17 meter broad)",Located at the northeast accessible via the rear,Public parking,no
