header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Location,Balcony/roof garden,error
Isaac Titsinghkade 247 *,1018 LL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41307771-isaac-titsinghkade-247/?navigateSource=resultlist,20220131_001429,"€ 725,000 vrij op naam","€ 8,529    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Maisonnette (apartment),New property,2020,SWK garantiecertificaat,"Living area85 m²Exterior space attached to the building8,526 m²",85 m²,"8,526 m²",221 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,7th floor,Elevator,Not available,Triple glazed and completely insulated,In center and in residential district,Balcony present,no
