header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wingerdweg 191,1032 AG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537593-wingerdweg-191/?navigateSource=resultlist,20220130_200337,"€ 400,000 kosten koper","€ 5,556    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 107 per month,2 months,Sold under reservation,Available in consultation,€ 107.00 per month,Maisonnette (apartment),Resale property,1926,Living area72 m²Exterior space attached to the building4 m²External storage space3 m²,72 m²,4 m²,3 m²,255 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,1st floor,E        What does this mean?,CH boiler,CH boiler,Municipal long-term lease (end date of long-term lease:  31-01-2061),Paid until 31-01-2061,Alongside park and alongside a quiet road,Balcony present,Yes,Yes,Yes (€ 107.00 per month),Yes,Yes,Yes,no
