header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brouwersgracht 172 a,1013 HB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41807964-brouwersgracht-172-a/?navigateSource=resultlist,20220130_212510,"€ 275,000 kosten koper","€ 8,871    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (31 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 73.17 per month,Ground-floor apartment (apartment),Resale property,Before 1906,Flat roof,Living area31 m²,31 m²,106 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,TV via cable,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",See deed,In center,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 73.17 per month),Yes,Yes,Yes,no
