header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Insulation.1,Type of parking facilities,error
Velperpoort 23,2152 RS Nieuw-Vennep        ,https://www.funda.nl/en/koop/nieuw-vennep/huis-88995622-velperpoort-23/?navigateSource=resultlist,20220129_023225,"€ 550,000 kosten koper","€ 4,911    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,2003,Disabled access friendly and accessible for seniors,Living area112 m²Other space inside the building10 m²Exterior space attached to the building18 m²,112 m²,10 m²,18 m²,143 m²,445 m³,4 rooms (3 bedrooms),2 bathrooms,"Bath, 2 showers and 2 toilets",3 stories,"Mechanical ventilation, sliding door and TV via cable",C        What does this mean?,Completely insulated,CH boiler,CH boiler,"Nefit Smartline (gas-fired combination boiler from 2003, in ownership)",143 m²,Full ownership,In residential district,Patio/atrium,French balcony present,Built-in,Completely insulated,Public parking,no
