header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Potgieterstraat 31,3532 VP Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42545803-potgieterstraat-31/?navigateSource=resultlist,20220131_154006,"€ 385,000 kosten koper","€ 4,375    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1906,Renovation project,Living area88 m²External storage space6 m²,88 m²,6 m²,90 m²,236 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories,F        What does this mean?,Gas heater,Gas water heater,90 m²,Full ownership,In residential district,Back garden,Attached wooden storage,Paid parking and resident's parking permits,no
