header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Area,Ownership situation,Fees,error
President Allendelaan,1068 VM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42659038-president-allendelaan/?navigateSource=resultlist,20220130_210000,"€ 22,500 kosten koper",€ 12 per month,6 weeks,Available,Available in consultation,Parking place,Resale property,1,6 m²,Long-term lease,Paid until 01-01-2055,no
