header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Front garden,Garden location,Shed / storage,Type of parking facilities,error
Salamanderveen 246,3205 TD Spijkenisse        ,https://www.funda.nl/en/koop/spijkenisse/huis-42537343-salamanderveen-246/?navigateSource=resultlist,20220129_102848,"€ 289,900 kosten koper","€ 2,588    The asking price per m² (€ 289,900) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1974,Gable roof covered with roof tiles,Living area112 m²External storage space8 m²,112 m²,8 m²,126 m²,412 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,2 stories and a attic,Skylight and TV via cable,B        What does this mean?,CH boiler,CH boiler,"Vaillant (gas-fired from 2017, in ownership)",126 m²,Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,"40 m² (8,2 meter deep and 4,9 meter broad)",Located at the southeast,Detached brick storage,Parking on private property,no
