header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities,error
Ambachtsherenlaan 15,4401 JP Yerseke        ,https://www.funda.nl/en/koop/yerseke/huis-88048572-ambachtsherenlaan-15/?navigateSource=resultlist,20220128_071022,"€ 439,000 kosten koper","€ 2,946    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, double house",Resale property,1998,Living area149 m²Other space inside the building28 m²External storage space23 m²,149 m²,28 m²,23 m²,297 m²,558 m³,6 rooms (5 bedrooms),3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",297 m²,Full ownership,Back garden,Detached wooden storage,Electricity,no
