header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
KOER 5-00-04,3072 DB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42660659-koer-5-00-04/?navigateSource=resultlist,20220129_072415,"€ 717,500 vrij op naam","€ 4,196    The asking price per m² (€ 717,500) is calculated by dividing the asking price of the home by the living area (171 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Desirable residence/villa, row house",New property,2024,Flat roof covered with other,SWK garantiecertificaat,Living area171 m²,171 m²,513 m³,6 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Toilet,4 stories,"Balanced ventilation system, outdoor awning, optical fibre and solar panels",A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,"16 m² (3,6 meter deep and 4,5 meter broad)",Located at the west accessible via the rear,Underground parking,Paid parking and public parking,no
