header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
D1A (Bouwnr. 20),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050745-d1a-bouwnr-20/?navigateSource=resultlist,20220131_194526,"€ 445,000 vrij op naam","€ 8,725    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,SWK garantiecertificaat and woningborg garantiecertificaat,Living area51 m²,51 m²,153 m³,2 rooms (1 bedroom),1 story,2nd floor,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In wooded surroundings and in residential district,Balcony present,Parking place,Parking on private property,no
