header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Insulation.1,Type of parking facilities,error
Klokkengieterlaan 68,8043 BT Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-42545491-klokkengieterlaan-68/?navigateSource=resultlist,20220128_005054,"€ 275,000 kosten koper","€ 3,090    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1999,Shed roof covered with asphalt roofing,Living area89 m²External storage space5 m²,89 m²,5 m²,127 m²,305 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Intergas Kombi Kompakt (gas-fired combination boiler from 2021, in ownership)",127 m²,Full ownership,In residential district,Back garden and front garden,"59 m² (13 meter deep and 4,5 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
