header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Van Esveldstraat 9,3572 KK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42655913-van-esveldstraat-9/?navigateSource=resultlist,20220131_164702,"€ 639,000 kosten koper","€ 4,564    The asking price per m² (€ 639,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Desirable residence/villa, detached residential property",Resale property,1930,Gable roof covered with asphalt roofing and roof tiles,Living area140 m²Exterior space attached to the building3 m²,140 m²,3 m²,142 m²,491 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2002, in ownership",142 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden,Balcony present,Public parking,no
