ad_link,page_link,link_download_date_time
https://www.funda.nl/en/koop/rotterdam/huis-88973373-azarooldoorn-1/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/huis-42518889-geelkruid-77/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/huis-42596768-balsemkruid-120/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/huis-42584317-kortgenestraat-26/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/huis-41337330-zijdewindestraat-93/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42679605-kelloggplaats-246/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-88028194-cordell-hullplaats-361/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42663388-noorderhavenkade-139-a/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-88026552-hillestraat-30/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42661275-nolensstraat-13-a/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42661862-wijnbrugstraat-338/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42661564-statensingel-133-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-42666595-weteringstraat-237/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-88016087-jan-dammassestraat-53/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
https://www.funda.nl/en/koop/rotterdam/appartement-88010694-kruiningenstraat-193/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p65/,20220124_235524
