ad_link,page_link,link_download_date_time
https://www.funda.nl/en/koop/rotterdam/appartement-42673524-paetsstraat-18-c/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42671849-kralingse-plaslaan-54-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-88035134-tiesselinswaard-24/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-88033771-curieplaats-53/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42679687-schiehavenkade-508/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42679570-sint-jobskade-512/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42679443-sint-jobskade-332/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42678345-vissersdijk-77/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42678600-eendrachtsweg-48-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42678528-charloisse-hoofd-61-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-88032154-hartmansstraat-32-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42677234-wijnhaven-81-c/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42677765-francis-picabiastraat-87/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-88039997-koningswaard-111/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
https://www.funda.nl/en/koop/rotterdam/appartement-42675141-ien-daleshof-62/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p8/,20220125_134648
