ad_link,page_link,link_download_date_time
https://www.funda.nl/en/koop/rotterdam/appartement-88909669-witte-de-withstraat-23-c/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-42539611-graaf-florisstraat-97-b2/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-42590406-meidoornsingel-99-a/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88913537-kerdijkstraat-18-a/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88806430-grotemarkt-150/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-42428714-noordsingel-89-c/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-87775423-2e-vijverstraat-5-a/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-42671029-waterloft-bouwnr-2/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88035511-schiehavenkade-6/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88039772-van-der-duijn-van-maasdamweg-660-o19/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88028054-kobelaan-124/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88027917-quadenoord-1/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88011376-buitenhofstraat-42/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-88999945-deensestraat-23-b/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
https://www.funda.nl/en/koop/rotterdam/appartement-42512164-lloydkade-bouwnr-1101/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p42/,20220124_235100
