ad_link,page_link,link_download_date_time
https://www.funda.nl/en/koop/rotterdam/bouwgrond-42483720-onderweg-11-kavel-4/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42580824-imagine-bnr-36/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-41306706-2-kamerappartement-bouwnr-2/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42448306-maisonnette-dok-en-kaai-bouwnr-8/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42407106-type-3c-bouwnr-98/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42407192-type-3e-bouwnr-94/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42407194-type-4b-bouwnr-137/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42407180-type-4c-bouwnr-130/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/huis-42651612-laanvilla-3-onder-1-kap-woning-g-en-s-bouwnr-25/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/huis-42689135-smetanalaan-31/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42559761-type-3b-bouwnr-91/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-42652399-frans-halssingel-9-5/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/appartement-42588951-bouwnummer-bouwnr-189/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/huis-42478564-bouwnummer-bouwnr-101/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
https://www.funda.nl/en/koop/rotterdam/huis-42528053-bouwnummer-187-bouwnr-187/?navigateSource=resultlist,https://www.funda.nl/en/koop/rotterdam/p80/,20220126_211007
